HITID,title,Worker1,rating,asdf,Date
3VMV5CHJZ8F86HL9AVVPQQXEKP7GTT,Middle East borders are being redrawn in religious war,A1GKEEI844CEKI,0,0.0,2015-03-31 00:50:44 UTC
3EN4YVUOUCSPE0KUNBHPC6A0PDBXJW,Spain's greens split over mayor's support for historic bull run,A1GKEEI844CEKI,0,0.0,2015-03-31 00:50:39 UTC
3J5XXLQDHMBMPXDAKBOK8EWQD5IV3G,How Chinese authorities barred my visit to Chen Guangcheng,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:11:45 UTC
3KTZHH2ONIFP07P7I0IPCZLO2YXM8H,Syria,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:12:07 UTC
3IV1AEQ4DRDZZZJMF35XW7T7Y438J0,Sunni party backs blueprint,A1GKEEI844CEKI,0,0.0,2015-03-31 00:51:29 UTC
31HLTCK4BLVNJ9PYFQV4R8LZHANVGO,Eyewitness: Tokyo,A9KPCMO1J1LQF,0,0.0,2015-03-31 01:12:41 UTC
3LG268AV386X6OCQ0B06Q8BKJOVERX,Missing plane search expands as third possible sighting adds to confusion,A1GKEEI844CEKI,0,0.0,2015-03-31 00:51:25 UTC
309D674SHZLVTJBN8N8L056DGQFBCO,'Doctor Shock' charged with sexually abusing male patient,A109CH3492UU42,0,0.0,2015-03-31 01:13:23 UTC
3ZC62PVYDHAQ9KPJ4FWQ3FIF0BRXXL,Macau casino pays out to girl,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:50:48 UTC
3VI0PC2ZAYK3FBBR3O9UK2RMO7LOX6,Syria crisis: international views on intervention,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:50:17 UTC
36U4VBVNQODEVK9CQBFBUQXN5CPURU,Barack Obama hails recapture of Mosul Dam  video,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:51:26 UTC
3EHIMLB7F7Z38TOWR32CKUDSLCZH84,China claims train blue riband,A34MLDXV03B7K9,0,0.0,2015-03-31 01:11:52 UTC
36KM3FWE3RCOXFDHJQ3L02IGOBR07Y,Catalonia and Scotland: how they compare to EU nations and Europe's other separatists  interactive,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:12:42 UTC
3TTPFEFXCTKG4F58YO5E0GH1FH96H7,'Foreigner' helped build Terracotta Army,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:51:17 UTC
3H1C3QRA01JT0MN7IEAB1DCYJNSECR,Video: Girl with eight limbs undergoes operation,A109CH3492UU42,0,0.0,2015-03-31 01:13:17 UTC
3FCO4VKOZ4DNO5SBRX20LRKKIC1E7Y,Reaction to Bush's speech on Iraq,A109CH3492UU42,0,0.0,2015-03-31 01:13:39 UTC
3XUY87HIVPE4LWRBC1S8HHMJM3MMM5,The annual Tarragona human tower competition  in pictures,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:12:29 UTC
3YO4AH2FPDKY3XIWFPCR0TZBT1J0QW,Nick Davies on the 30 year pursuit of serial strangler Volker Eckert,A109CH3492UU42,0,0.0,2015-03-31 01:12:21 UTC
386659BNTLHAMTYFUAMCZSR3LPR102,Japan disaster relief effort boosted by 'goodwill gold rush',A109CH3492UU42,0,0.0,2015-03-31 01:12:49 UTC
3RBI0I35XE33TR8FPMB4FD0KVMKY3S,Muhammad cartoonist had $100,A34MLDXV03B7K9,0,0.0,2015-03-31 01:11:58 UTC
34KYK9TV2R8B000J59YLFAAV2T0SBY,Young,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:51:50 UTC
3DW3BNF1GHI8QUJGWSJGZV41TR9V87,Iran Standard Time: hunting out a proper Pilates class in Tehran,A34MLDXV03B7K9,0,0.0,2015-03-31 01:12:13 UTC
3ZLW647WALVDS6F8W14969ZFG7P32G,Greek crisis: what happens next?,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:32:20 UTC
3O71U79SRBP7JR4GWYOUTQLPES4MSH,The Delhi childservant scandal that has outraged India,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:52:57 UTC
3ABAOCJ4R84V6BP34UZPYQ6OW4KMQT,Iran election: Rafsanjani defends decision to stand as his 'national duty',A1S88VQY8G8CNC,0,0.0,2015-03-31 01:12:48 UTC
3S4TINXCC0NW288QYSHCV50U54YBOL,Yemen,A34MLDXV03B7K9,0,0.0,2015-03-31 01:12:58 UTC
3BJKPTD2QCCZV7UNQ6P1PUBLMYHRTZ,Syria,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:32:25 UTC
3R4QIDVOJPC8XK7LE5G6R1C14Z5EEK,Sleaze equals snooze for the Germans,A109CH3492UU42,0,0.0,2015-03-31 01:12:17 UTC
37NXA7GVST63513ZQHSK40Q7DR9VLU,Armenia 1915 -1920,A1OF4LT1OZYTDN,0,0.0,2015-03-31 00:32:32 UTC
3OZ4VAIBEXFXABFZNWG7OLDF924VJS,Oldest woman misses 115th birthday,A1OF4LT1OZYTDN,0,0.0,2015-03-31 00:32:50 UTC
3G4VVJO6PZGFGBOLJ57KJ8OA232PKZ,Himmler hoard of letters and diaries discovered in Israel,A109CH3492UU42,0,0.0,2015-03-31 01:12:27 UTC
3DA79LNS59V7C59LFGO57W85GK23T8,Iran Standard Time: a day in advertising,A1OF4LT1OZYTDN,0,0.0,2015-03-31 00:33:38 UTC
3SNR5F7R92TKDP97AO6XCGATWSCEIT,Afgantsy: The Russians in Afghanistan 1979-1989  review,A34MLDXV03B7K9,0,0.0,2015-03-31 01:13:06 UTC
3MVY4USGB6NLN8EPBJQ21XE8XJKSI7,Obituary: Cem Karaca,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:34:19 UTC
3HFWPF5AK9J6X5W6QGJFXRCJE1O3SJ,20 things we learned in 2010,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:13:00 UTC
3OZ4VAIBEXFXABFZNWG7OLDF924JVG,Greece on the breadline: a journey - interactive,AS9E0S6DBSWH7,0,0.0,2015-03-31 01:13:06 UTC
3YCT0L9OMM9D19PG8Z3U65APJIESNN,British businessman missing in Japan,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:13:49 UTC
3BVS8WK9Q0VM6MXN0X47B848TVZBIQ,Animal escape drill at Tokyo zoo - in pictures,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:34:40 UTC
3DFYDSXB2W0XXWQZI662SZBWVVVJUR,EU cautious after Putin and Ukraine PM reach outline gas agreement,A9KPCMO1J1LQF,0,0.0,2015-03-31 00:53:46 UTC
38EHZ67RIMS4TMVP1YUD4C2MQHBGMS,Can China help to defuse the nuclear threat from Iran?,AS9E0S6DBSWH7,0,0.0,2015-03-31 01:13:17 UTC
3ZG552ORAM4X4FHRGBAFP4RY7RHV24,Hardline Australia,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:53:39 UTC
3IKMEYR0LWVJO4NFH7W8NVGHRTBK28,Post-Soviet world: what you need to know about Ukraine,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:13:28 UTC
3AQN9REUTFG1BJACIBHGSMMWMZ9YDQ,US embassy cables: China indifferent to Bashir's prosecution,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:34:58 UTC
3UUIU9GZC55AQKWPTZCYMT6PUGT5T0,Letters: The predictable pursuit of Galloway,A9KPCMO1J1LQF,0,0.0,2015-03-31 00:53:54 UTC
3Y40HMYLL1IYSGVOZAL3J8JB6TAUXQ,Obituary: Charlotte Jolles,A109CH3492UU42,0,0.0,2015-03-31 01:14:46 UTC
3CIS7GGG65JPMG4745VBVJY4QNZEU1,Letters: Approaches to the Iranian problem,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:54:14 UTC
3WA2XVDZEMH4K5E68NX8FDKON1H6ER,One million face famine after rats feast on crops,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:13:33 UTC
3FDWKV9VCN2NY4WKL3JU8R3DZPQMUY,Russian deal will send nuclear fuel to Iran soon,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:53:38 UTC
363A7XIFV4MM9ICVTQ3UVMAWJFAVAC,The Fat One showers &#163;350m on the people of Vic,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:54:23 UTC
3YLTXLH3DF6OELNDDK4N6G8IAMYPHV,Toys R Us's Stockholm superstore goes gender neutral,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:13:54 UTC
3I7SHAD35MWL0TKO8VQJYZPTRERM7U,German court allows screening of thalidomide drama after cuts,A9KPCMO1J1LQF,0,0.0,2015-03-31 01:13:08 UTC
3EKTG13IZU3KFE9QCPRTH47UMYWML3,Private prison companies look to Canada as industry faces lawsuits in US,A9KPCMO1J1LQF,0,0.0,2015-03-31 01:13:16 UTC
3XQ4XW3OD9CHCN0NMG5AEH7R8NOS2X,Who is Vladimir Putin?,AS9E0S6DBSWH7,0,0.0,2015-03-31 01:14:20 UTC
3WYZV0QBFJDJWHMIZJ48EIRNH83BXQ,Interactive: a defining year for China,A1GKEEI844CEKI,0,0.0,2015-03-31 00:37:31 UTC
3NBFJK3IOHISTPG1EE9QWGRRLHQGO7,Embittered Shah leaves for Egypt,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:14:07 UTC
3D3B8GE892RVZF5UF8GVTZAUR9QP95,Merkel's modest rise to summit,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:53:52 UTC
31HLTCK4BLVNJ9PYFQV4R8LZHAMVGN,EU nuclear deal will hit renewables | @guardianletters,AS9E0S6DBSWH7,0,0.0,2015-03-31 01:14:28 UTC
3CKVGCS3PG5AGDX97T1WVTECBP3S0C,US diplomat predicts tough Iran resolution,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:14:29 UTC
3L2OEKSTW9APUOEL13606U8VB8CY8K,Dalai Lama joins Twitter,A3ITZNJQUTIZ4C,0,0.0,2015-03-31 00:53:49 UTC
3FTID4TN8LYK9VY4VSF4BZU1V8BYL6,Writers dub UK leaders 'America's digital pit bull' over surveillance,A9KPCMO1J1LQF,0,0.0,2015-03-31 00:55:08 UTC
3FVBZG9CLJELQ4JTWZPXRF7A2ENH0H,Dossier report clears Campbell,A1GKEEI844CEKI,0,0.0,2015-03-31 00:38:29 UTC
351S7I5UG9WK266QL5UGE4J2NZ2JNZ,Syria,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:56:15 UTC
3OLZC0DJ8JF1F0VT5EV7CKYFWNEVIF,Treat the cause,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:38:10 UTC
3B623HUYJ4QSY22C2XEBO8KUUNFS8Z,Canada mounts expedition to find remains of 1845 British attempt to find Northwest Passage,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:56:09 UTC
31GECDVA9JM07QLR25EA3PSB63T666,Russia's men of power,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:55:57 UTC
3WYZV0QBFJDJWHMIZJ48EIRNH82XBB,A disaster without frontiers,A109CH3492UU42,0,0.0,2015-03-31 01:14:08 UTC
3ICOHX7ENCB96USR6YHR6CAXAYV0EK,Ukraine president calls snap election as he prepares for Putin meeting,A34MLDXV03B7K9,0,0.0,2015-03-31 01:14:28 UTC
36AZSFEYZ40RSSHNZ43QQXU21XVBVN,Ian Buruma: Come the revolution,AS9E0S6DBSWH7,0,0.0,2015-03-31 00:38:30 UTC
363A7XIFV4MM9ICVTQ3UVMAWJF9VAB,Japan revisits the Gulf war,A34MLDXV03B7K9,0,0.0,2015-03-31 01:13:57 UTC
360ZO6N6J1JPEC8HNSO3CVGZM4FM96,Crimea: Divided peninsula plays host to Russian warships and Ukrainian pride,A34MLDXV03B7K9,0,0.0,2015-03-31 01:14:19 UTC
35ZRNT9RUIYRZD4DJZ26DM2IHCL3OM,Japan's life expectancy 'down to equality and public health measures',AS9E0S6DBSWH7,0,0.0,2015-03-31 00:38:46 UTC
3B6F54KMR2CAN2IR3C5W9YXMGH9S1F,Iran's archeological treasures made more vulnerable by tourist footfall,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:56:52 UTC
3KTZHH2ONIFP07P7I0IPCZLO2YYM8I,Middle East live: readers' edition  Tuesday 19 March 2013,A109CH3492UU42,0,0.0,2015-03-31 01:15:57 UTC
3KLL7H3EGD11J5K9ZWDMC8X0WA0VHN,Paw driving lands dog and owner in trouble,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:57:13 UTC
38B7Q9C28G5NP9NP0CHMNZJDW4169H,Canadian hitman Gerald Gallant pleads guilty to killing 27 people,A3ITZNJQUTIZ4C,0,0.0,2015-03-31 00:40:01 UTC
3EN4YVUOUCSPE0KUNBHPC6A0PDCJXJ,Anwar al-Awlaki,A1GKEEI844CEKI,0,0.0,2015-03-31 00:39:09 UTC
3ZUE82NE0A1JUXXQWDECH91F5XM8FX,Ahmadinejad becomes first Iranian head of state to visit Egypt since 1979 - video,A109CH3492UU42,0,0.0,2015-03-31 01:15:18 UTC
3PKVGQTFIHKVCTTH0CC0XB3010ZRYO,Blair doing lasting damage to UK,A1GKEEI844CEKI,0,0.0,2015-03-31 00:38:52 UTC
3A520CCNWN0577Q9Y0EKVIMAJK7EAP,Maple leaf ragged: what ails Canada?,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:57:18 UTC
3Y3CZJSZ9KTXA5JXPA73ME576VW5RN,Canadian armed forces hit by spate of suicides,A1GKEEI844CEKI,0,0.0,2015-03-31 00:40:05 UTC
3M93N4X8HKNHIJYVT1B2DYT8AYASJK,European court rules Ocalan trial unfair,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:59:14 UTC
3FDWKV9VCN2NY4WKL3JU8R3DZPPMUX,The Editor: 'China is handed the role of villain',A1GKEEI844CEKI,0,0.0,2015-03-31 00:40:24 UTC
3XEDXEGFX3OCSUK12KSU47N2UVRK0O,Murder of 'cow killers' in India prompts much soul searching,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:58:07 UTC
32K26U12DNOK7PF7D0UWLNI24I6VDD,Leader: Regina v Saddam,A1GKEEI844CEKI,0,0.0,2015-03-31 00:41:20 UTC
3TY2U1TEB7AOJGF5672OLX2LEFXJJV,Kilimanjaro scaled by climber with no legs  video,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:58:21 UTC
3V8JSVE8YYQ63POCE6S0Y44HMBAYEJ,Istanbul talks on Iran's nuclear programme to go ahead,A1S88VQY8G8CNC,0,0.0,2015-03-31 00:59:52 UTC
33J5JKFMK6YUKPHTYCUA2RXIWD33QU,Swedish man survived in snowed-in car for two months,A9KPCMO1J1LQF,0,0.0,2015-03-31 00:59:12 UTC
3NI0WFPPI9G5TFZC0GYTUOIKT07605,Foreign buyers delight in the glut of Spain's cheap Costa properties,A109CH3492UU42,0,0.0,2015-03-31 01:17:40 UTC
34XASH8KLQMA6ZOO4HK0YLGER8YPM5,Fukushima effect: Japan schools take health precautions in radiation zone,A1S88VQY8G8CNC,0,0.0,2015-03-31 01:00:31 UTC
3D17ECOUOEV63LXCDX4V1QPAO1B13X,US feels heat as Iranian leader visits Afghanistan,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:58:22 UTC
34D9ZRXCYRU6HQVRZVYPKZQPKBFSA3,Minister gives birth in a new first for Spain,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:59:42 UTC
329E6HTMSW289MJYL7AD65L9X7BK3J,Turkish troops freed to head off attack on Iraqi Kurdistan,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:58:47 UTC
3D7VY91L65X825NELC2Z31BPA4JMBH,Gang use helicopter in Hollywood-style raid on Swedish cash depot,A109CH3492UU42,-2,-2.0,2015-03-31 01:17:27 UTC
3FO95NVK5C0YG7H816KBFPFZKF3RSA,Police held in Ukraine murder hunt,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:59:51 UTC
3XBXDSS888JV9Q8UQWT2SLNST2GXLY,Japanese politician murdered,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:01:34 UTC
362E9TQF2HQIX35YGJWLCJV598RGIC,Video: Fatal US embassy blast in Yemen,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:06:38 UTC
3D3B8GE892RVZF5UF8GVTZAUR9RP96,Ahmadinejad rival elected as Iranian speaker,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:08:15 UTC
366FYU4PTGPBJKZVARR9PWP6OW1EK4,Greece's budget brought to a vote amid mounting protest  video,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:07:56 UTC
3NI0WFPPI9G5TFZC0GYTUOIKT0706Z,Moscow asks court to close civil rights group,AS9E0S6DBSWH7,-2,-2.0,2015-03-31 00:47:57 UTC
3UEDKCTP9VQQA5KLNJD3JMXP29XK7O,27 dead as blasts rock Istanbul,AS9E0S6DBSWH7,-2,-2.0,2015-03-31 00:47:06 UTC
37SOB9Z0SSXJTS1G67MEL5YOM7G3L5,Luke Harding reports on the fighting between Georgia and Russia,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:46:58 UTC
3OND0WXMHWFKHUYN46OCC49EWFXEH0,Children see man decapitate fellow passenger on Greyhound bus in Canada,A1UL8XW5GSWYAA,-2,-2.0,2015-03-31 01:09:24 UTC
3APP19WN71E24JAXEINWFG500HW6G8,12 killed in Kashmir despite ceasefire,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:46:03 UTC
30EMX9PEVKJCT34DBMBEEDTLPNASKJ,China admits shooting Tibet protesters,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:10:53 UTC
3QQUBC64ZEELXQBF299H5DRHYXGXN0,Syria: full scale of carnage becomes apparent in wake of Azaz bombardment,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:10:22 UTC
3XABXM4AJ15GLMNZATP6T85TCZV8QR,Indian frigate destroys 'mothership' as raids off Somalia continue,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:10:00 UTC
32L724R85LKOAGYXJ2M86S9XAZDPIO,Spanish police arrest Islamic State 'recruiters' in Melilla and Catalonia,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:48:24 UTC
3BFNCI9LYKQKE7CE2DL420GNRNB37W,Radiation from Fukushima spreads,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:11:12 UTC
3RZS0FBRWKAXXDCXRSQMVPB2XUUPCN,Greek shipping tycoon Pericles Panagopoulos kidnapped in Athens,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:48:15 UTC
3MGHRFQY2LP7CZ9I6ZTLDF2DSA00YZ,Journalist flees Russia over cargo ship piracy story,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:48:50 UTC
3VCK0Q0PO5ED0054ZXKAWZ46OQW0N9,Yemen edges towards all-out civil war as rebels advance on city of Aden,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:10:41 UTC
36GJS3V78VQESEP4Y1HLOKA5MNGGJO,'German militants' killed in US drone attack in Pakistan,A109CH3492UU42,-2,-2.0,2015-03-31 01:13:47 UTC
32TMVRKDGNY9WH01CWITQ54OG7D849,James Meek on the hundreds of civilians murdered during Russia's dirty war in Chechnya,AS9E0S6DBSWH7,-2,-2.0,2015-03-31 00:50:55 UTC
3D06DR5225J3JVIMFY238QRJSMYMAM,Failed rocket attack targeted Mercedes Benz offices in Greece,A109CH3492UU42,-2,-2.0,2015-03-31 01:11:55 UTC
3ZQX1VYFTD5D0AAJVGX243ATXYD8OJ,Radiation fears prompt Tokyo exodus,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:12:03 UTC
32L724R85LKOAGYXJ2M86S9XAZEPIP,Death of the small town,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 00:50:32 UTC
3VLL1PIENQOSK6B646XFHN7XW7KOZ4,Yemen conflict highlighted after 55 killed in air raids and drone strikes,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:12:55 UTC
3KA7IJSNW65EN8KRDSURK55KF9UPBG,Ayodhya: Guardian coverage of the Babri mosque attack,A109CH3492UU42,-2,-2.0,2015-03-31 01:13:35 UTC
3KQC8JMJGCSH7WIQFM7GTD5H5Q73HY,Three die in Japanese suicide,A109CH3492UU42,-2,-2.0,2015-03-31 01:13:00 UTC
31JUPBOORN45UP7MIOHACM6Z2T88L2,Iran imposes media blackout over stoning sentence woman,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:12:44 UTC
3GL25Y6843UFF8QFQ8UHSY2HT76XM0,Neo-Nazi bomb plot linked to Auschwitz sign theft,A34MLDXV03B7K9,-2,-2.0,2015-03-31 01:12:35 UTC
3MXX6RQ9EV5U29ZIYDK4CRZE5HCP49,'There were a couple of bodies across the  stairs - it was chaos',A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:12:55 UTC
3RWB1RTQDJNVLAMKAGAHT3FJ738P8G,Donetsk in east Ukraine rocked by violent clashes  video,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:54:01 UTC
3X2LT8FDHWIL5JJLM2OCLXNF00C8WV,Turkey bombings highlight dangers for US allies,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 00:54:07 UTC
3S1WOPCJFGTG80TDS6RXOHPT971EJ5,Turkey attacks Kurdish rebels on Iraqi border,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 00:53:44 UTC
35U0MRQMUJ7BBM6W398CWHU18WDOV3,Greece protests over government plans to sell off historic national buildings,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:54:20 UTC
334ZEL5JX6FVJUPS9E37LUAU9SJOSY,Killing strikes fear into Russian media,A109CH3492UU42,-2,-2.0,2015-03-31 01:13:53 UTC
31D0ZWOD0AZ6GHBFQTF5ATK6PJX0AP,Death toll rises as floods devastate Russia,AS9E0S6DBSWH7,-2,-2.0,2015-03-31 00:38:25 UTC
3LN3BXKGC0V0YYP35000DA4DOJPGWJ,Turkey: PKK denies Istanbul blasts,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:57:10 UTC
3MG8450X2OATJ7TXDJBMPVX84U0PUW,Fighting in northern Iraq enters fifth day,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:57:32 UTC
35JDMRECC496HY3CK06UR4XDHFKEG1,Greek MPs vote through fresh cuts as man dies in day of street battles,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 00:57:07 UTC
39HYCOOPKOL1H2LYZ8T5YRZPDPUMDN,Emergency landing for Iran flight,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:57:51 UTC
3CRWSLD91K4SLZCNPH7L9LBOH32MOL,Protester gatecrashes Hu visit as China and US fail to make progress,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:15:34 UTC
3IVKZBIBJ09LRD35518H1LDTX65SHE,Yemen locked in power struggle as escalation of fighting leaves 38 dead,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 01:15:26 UTC
3QO7EE372ONZNKL6D59GKAVUK5GBQT,Security guard shot dead at Swedish PM's official residence,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:00:02 UTC
33K3E8REWWV0UJOBW7KYNG1M92HX8C,Barrage of drone strikes in Yemen show flaws of US counter-terrorism strategy,A1S88VQY8G8CNC,-2,-2.0,2015-03-31 01:00:12 UTC
3BCRDCM0ODU7656G498BD8XT7YDK6P,Eight women and a man face stoning in Iran for adultery,AS9E0S6DBSWH7,-2,-2.0,2015-03-31 00:42:09 UTC
3CMV9YRYP31UE6359SE11CFDI42JLX,Kidnapped Ukrainian journalist's body found near Kiev,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:59:04 UTC
3CVDZS288H0YFMZUQEOVMR2AP2BMFZ,100 arrests after Lhasa is brought back under control,A9KPCMO1J1LQF,-2,-2.0,2015-03-31 00:59:26 UTC
3WRAAIUSBJZED7HQT54CJ77HZQHXAG,China trafficking crackdown leads to rescue of 178 children,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:19 UTC
3R868ACW4SC4STU8GNK7CEYV5LTGZ9,Ex-Greek PM's mother linked to $550m Swiss account,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:58:59 UTC
3B0MCRZMBRUGR2L1WXCSFPA9WD9PP1,Binyamin Netanyahu 'wasted $3bn on Iranian attack plan',A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:58:54 UTC
306996CF6WKB6G1PSQJ1J9NMCTP1BP,Iran 'will cut off hands of aggressors',A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:03 UTC
38EHZ67RIMS4TMVP1YUD4C2MQHBMGY,David Osler discusses the mystery surrounding cargo ship the Arctic Sea,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:56 UTC
3Y3N5A7N4G94FDGPV4GJBC9QVD0MYV,Walled world: How walls are springing up to divide populations everywhere,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:59:19 UTC
36U4VBVNQODEVK9CQBFBUQXN5CORUQ,Greek fugitive leaves his bare hideout,A109CH3492UU42,-1,-1.0,2015-03-31 01:17:09 UTC
3TCFMTM8HEOHI31T9XQQIGKIINB12M,India's police vow to catch culprits after photo-journalist gang-raped - video,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:42:08 UTC
31KPKEKW4ADBZRG7W7F1544C71I0BK,Crimea's leader 'certain' referendum will result in union with Russia,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:41:50 UTC
3XD2A6FGFNUSC7LM7PKPO4F5ETYS9P,President installs arch foe as Ukrainian PM,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:41:55 UTC
3E9ZFLPWOYSTJP0O5TWP05V0CYMXIK,Syria crisis: Russia calls for UN inquiry into chemical weapons claim,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:01:26 UTC
3SA4EMRVJV2D3LHHFCX20O91O5WP0T,Kurdish rebel leaders buoyant and defiant,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:23 UTC
3WRBLBQ2GR87Q8OICT7F6FV9NEA0G1,Iranian nuclear plants likely target of foiled cyber sabotage,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:44 UTC
3J9UN9O9J3SHHAEJKZSI3SNPF6R0J5,North Korea and Russia forge year of friendship pariah alliance,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:42:57 UTC
3VQTAXTYN3LRFDSNUETLUBSJNQMBUY,Indian PM Manmohan Singh pulls out of Commonwealth summit in Sri Lanka,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:42:53 UTC
3FSEU3P2NR0MFSHVMHK6PFA3YDLRRN,Germany accused of paying large ransom to free hostages,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:43:05 UTC
3KLL7H3EGD11J5K9ZWDMC8X0WAZVHM,Turkish MPs to vote on military action against Isis,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:56 UTC
3Z33IC0JC0M84Z2Q1KPUZRZCDXRV9W,Ukraine opposition leader Klitschko: 'Crimea is integral to Ukraine' - video,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:07:31 UTC
389A2A304OIU9W8DA7BWGOAUPMI0CR,Golden Dawn tour cancelled after MP fails to secure Australian visa,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:07:14 UTC
33QQ60S6ASIQVQPDWYWWAUW0WMP0U1,Reported shrine visit reopens Japanese war wounds,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:06:32 UTC
3VADEH0UHCXD4U1TOEGMAUFKJXFSPJ,Iran intensifies protest crackdown with arrests of activists' relatives,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:44:08 UTC
3GL25Y6843UFF8QFQ8UHSY2HT77XM1,Russia relaxes opposition to Nato,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 01:07:18 UTC
